"data","numStars","label"
"Nhân viên lắp đặt không lắp đặt 2 tấm phin lọc khử mùi. Đường ống đồng nhà sản xuất ghi rõ ở hướng dẫn lắp đặt tối thiểu là 2,5m. Nhưng Nhân viên lắp đặt thì chỉ để chưa đến 2m . gọi điện hỏi nhưng nhân viên bán hàng cũng không biết tối thiểu là bao nhiêu chỉ trả lời chung tối đa 5m như đã đặt hàng. Khách hàng phải yêu cầu 3m mới nối thêm nhưng nhìn cũng chưa đủ Đặt hàng ở điện máy xanh chủ yếu về trải nghiệm dịch vụ nhưng thấy chưa vừa lòng Đọc ở bình luận thấy nhiều khách hàng phản ánh. DMX nên xem xét lại để cải thiện","2","0"
"Tôi mới lắp 1 con cho phòng 3m x 2,5m cao 3,5m bật 28 độ mà thấy quạt chạy cả đêm không biết diện tích phòng có lớn hơn quá với công suất máy không sao hông thấy khi nào máy ngưng","5","2"
"Làm ăn gian dối lừa gạt khách hàng . Tư vấn bán hàng bảo hành 2 năm nhưng kích hoạt chỉ có 1 năm","1","0"
"Tôi mua máy lần thứ hai, máy dùng tốt lần đầu nhân viên lắp đặt rất cẩn thận và chu đáo nhiệt tình.mua lần 2 nhân viên lắp đặt quá cầu thả, làm bừa bộn không thu rọn sạch sẽ lại thu thêm tiền khoan tường để luồn ống tôi thắc mắc không hiểu kiểu gì, không hút chân không nữa nói chung nhân viên lắp đặt quá kém , quá thất vọng","3","1"
"Hỗ trợ m","4","2"
"Lúc gắn có dặn thợ hút chân không nghe anh, gắn xong thì nói hút rồi , trong khi đó thì chưa có hút","1","0"
"Trãi nghiệm tốt nhưng cái remot khi tắt thì màn hình trên remot không tắt và vẫn hiện số nhiệt độ như bt đang sử dụng vậy ạ","5","2"
"Máy chạy êm ru, nhân viên giao nhận và lắp ráp rất nhiệt tình và khéo léo. cho 5 sao","5","2"
"Gắn máy lạnh mà không hút chân không vậy để miễn phí lắp đặt, hút chân không làm gì. Nhắc cả 2 người đi lắp vẫn không hút chân không cho khách.","1","0"
"Mình dùng 2 máy Daikin ,máy trước mua 13tr dùng ok ,máy này mua giá rẻ hơn thì đương nhiên chất lượng ko bằng chỉ hơi khó chịu là gió mức 1 ,2 ,3 hơi ồn","3","1"
"Cục nóng máy lạnh lắp bị nghiêng sang một bên, không biết có ảnh hưởng độ bền không","3","1"
"Mua máy hôm 19/10, sài được 4 ngày mà máy tự động tắt 2 lần, đến ngày thứ 4 thì máy tắt không mở được, nhân viên bảo hành đến kiểm tra thì báo ko biết lí do hư, sau đó máy cứ bị chập chờn lúc mở được lúc không Yêu cầu đổi 11 thì đmx báo để cho nv bảo hành kiểm tra lại vào hôm sau","1","0"
"Tôi vừa mới lắp máy xong, trong combo có hút chân không, nhưng khi nhân viên lắp, thì không hút, vẫn xả gas. Hỏi thì nói hút rồi, vừa lắp dàn lạnh xong, tôi ra xem dàn nóng thì nói hút nãy giờ Tôi không biết kỹ thuật hút chân không kiểu gì, học trường lớp ở đâu ra, khi mà vừa lắp xong dàn lạnh, ra xem thì báo hút rồi, rất bực, làm ăn kiểu chợ trời. Gas 32 gặp oxy đủ điều kiện thì sẽ nổ, vậy mà nhân viên kỹ thuật không biết gì về kỹ thuật. Tôi đăng lên để người sao tôi biết, mà đề phòng.","1","0"
"1 cho chất lượng của thiết bị, tôi mua 2 máy, mới lắp đặt hồi tháng 5, mà giờ remote không hiển thị đã thay pin , dàn nóng không hoạt động, dàn lạnh không mát, mua máy mới mà tưởng đâu mua hàng lỗi đỗi trả, mua cho người lớn tuổi sử dụng mà chưa gì hư như này thì nói lên vấn đề máy của hãng rất tệ thua hàng Trung Quốc, làm mất uy tín cá nhân với người thân, mất thời gian","1","0"
"Máy mua 22/8 sd ngày đầu ít mát.cố gắng sd đến 7/9 có hiện tượng tự ngắt sau 12h mở. Chỉnh 16 mà mát như 26. Gọi bh thì lại xem rồi chuyển cho hãng.hãng thì hẹn hò.sài chưa đc 1 tháng y/c 1 đổi 1 thì tổng đài báo chỉ chờ bảo hành. Chán chưa từng có.","1","0"
"Máy êm. Đáng tiền bỏ ra. Giao hàng nhanh. Tuy nhiên nhân viên lắp máy chưa cẩn thận lắm.","5","2"
"Hàng chuẩn","5","2"
"Mới đầu mát","4","2"
"Rất tốt và tuyệt vời","5","2"
"Tôi có mua điều hoà Daikin cách đây 1 tháng, tối nay nhà tôi nằm ngủ thì điều hoà rơi xuống rất may là không có ảnh hưởng đến con người nhưng rất nguy hiểm về điện và về đường ống lí do là do khi lắp đặt thợ chỉ khoan vài con vít để cố định điều hoà trên tường trong kho điều hoà rất là nặng, nhân viên bên này làm quá ẩu , quá coi thường khách hàng, mua sản phẩm nhưng nhận lại sự thất vọng và nguy hiểm cho bản thân và gia đình. Điều hoà giờ chảy nước không biết có bị rò rỉ gas hay gãy ống đồng hay không. Đây là lần cuối tôi mua hàng ở đây,khắc phục sớm cho tôi.tôi sẽ đưa hình ảnh chụp lên đánh giá để chứng minh","1","0"
"Máy lạnh tốt, làm lạnh nhanh, ko ồn, tiết kiệm điện.","5","2"
"Tuyệt","5","2"
"máy sử dụng được","5","2"
"máy làm lạnh tốt","5","2"
"máy hoạt động tốt","5","2"
"máy xài tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy lạnh tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy lạnh sử dụng êm, tốt","5","2"
"máy làm lạnh tốt, chạy êm","5","2"
"Máy lạnh tốt","5","2"
"Máy lạnh tốt","5","2"
"Máy lạnh tốt","5","2"
"máy lạnh sử dụng tốt","5","2"
"máy lạnh tốt","5","2"
"máy lạnh sử dụng tốt","5","2"
"Nhân viên lắp đặt kém quá dàn lạnh hở quá nhiều tặng được 2 miếng lọc vi khuẩn mà không có lắp vào dàn nóng thì không có cái gì để cố định dây đồng vào làm song không vệ sinh lau chùi gì ở dàn lạnh bị dính rất dợ mất vệ sinh.... rất thất vọng cho 1 sao","1","0"
"máy lạnh tốt","4","2"
"máy sử dụng tốt","5","2"
"Máy lạnh tốt","4","2"
"máy xài tốt","5","2"
"máy lạnh ok","5","2"
"máy sử dụng tốt","5","2"
"Máy lạnh tốt","5","2"
"máy lạnh tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy lạnh tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy sử dụng tốt","5","2"
"máy lạnh ok","4","2"
"máy sử dụng êm","5","2"
"máy lạnh êm","4","2"
"máy lạnh tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy lạnh tốt","5","2"
"máy lạnh sử dụng tốt","5","2"
"máy làm lạnh tốt","5","2"
"Máy lạnh tốt","5","2"
"máy lạnh ok","5","2"
"máy xài tốt","5","2"
"máy lạnh tốt","5","2"
"máy lạnh tốt","5","2"
"máy lạnh tốt","5","2"
"máy lạnh ổn","4","2"
"Máy lạnh tốt","5","2"
"máy lạnh sử dụng êm, tốt","5","2"
"Máy lạnh tốt","4","2"
"máy lạnh sử dụng tốt","5","2"
"máy lạnh được","5","2"
"máy lạnh sử dụng tốt","4","2"
"máy chạy êm, làm lạnh nhanh","5","2"
"máy ok","5","2"
"máy lạnh tốt","4","2"
"máy êm, làm lạnh tốt","5","2"
"máy lạnh sử dụng tốt","4","2"
"máy lạnh tốt","5","2"
"máy xài ổn","5","2"
"chất lượng sản phẩm tốt, độ lạnh tốt","5","2"
"máy lạnh tốt","5","2"
"máy lạnh sử dụng tốt","5","2"
"máy xài tốt","5","2"
"máy lạnh sử dụng tốt","5","2"
"máy lạnh tốt","5","2"
"máy lạnh sử dụng tốt","4","2"
"máy lạnh sử dụng tốt","5","2"
"máy lạnh ok, được","4","2"
"máy lạnh sử dụng êm, tốt","5","2"
"máy lạnh sử dụng tốt","5","2"
"máy lạnh sử dụng tốt","5","2"
"máy chạy êm, k ồn","5","2"
"máy lạnh tốt","5","2"
"máy sử dụng tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy sử dụng tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy làm lạnh tốt, êm","5","2"
"máy lạnh tốt","5","2"
"máy lạnh tốt","5","2"
"máy lạnh tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy lạnh sử dụng tốt, chạy êm","5","2"
"máy lạnh tốt","5","2"
"máy lạnh sử dụng tốt","5","2"
"máy lạnh tốt","5","2"
"máy lạnh tốt","4","2"
"máy làm lạnh tốt","5","2"
"máy lạnh sử dụng tốt, chất lượng","5","2"
"máy làm lạnh tốt","4","2"
"máy lạnh tốt","5","2"
"máy lạnh làm lạnh tốt","5","2"
"máy lạnh chạy tốt","5","2"
"máy sử dụng tốt , tiết kiệm điện","5","2"
"máy chạy êm, làm lạnh tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy chạy êm","5","2"
"máy làm lạnh tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy lạnh tốt","5","2"
"máy lạnh tốt","4","2"
"máy lạnh sử dụng tốt","5","2"
"máy lạnh ổn","4","2"
"máy làm lạnh tốt","5","2"
"máy làm lạnh tốt","5","2"
"máy lạnh êm, tiết kiệm điện","5","2"
"máy lạnh tiết kiệm điện, tốt","5","2"
"máy lạnh tốt","5","2"
"Máy lạnh chạy êm","5","2"
"Máy lạnh tốt","5","2"
"Máy lạnh tốt","5","2"
"Máy lạnh tốt","4","2"
"Máy lạnh chất lượng tốt","5","2"
"Máy lạnh tốt","5","2"
"Máy lạnh sử dụng tốt","5","2"
"Máy lạnh chạy êm","5","2"
"Máy lạnh tốt","5","2"
"Máy lạnh êm","5","2"
"Máy sử dụng tốt","5","2"
"Máy xài được","5","2"
"Máy lạnh ổn","4","2"
"Máy lạnh tốt","4","2"
"Giao hàng lắp đặt nhanh sản phẩm tốt máy chạy êm","5","2"
"Sp tốt, lạnh nhanh, k tiếng ồn...đã sd dc 2 tháng","5","2"
"Hôm nay mình đã nhận được đơn hàng máy lạnh. Nhưng mình thực ko hài lòng nhân viên giao hàng và lắp đặt quá bài trò. Mình hy vọng sau này thế giới di động nên xem lại, mặc dù t vẫn vui vẻ cho tiền cf a ấy thêm 70k. Bên cạnh đó, nhớ bắt luôn dùm cái remote máy lạnh mà đem cái khoang bê tông khoang làm nứt luôn tường của người ta. Ban đầu thì kêu ko giao được thì trả thêm 200k phí trả về, lắp thì bày vẻ tiền phát sinh. QUÁ TỆ","1","0"
"Máy lạnh dùng rất ok tôi chỉ để nhiệt độ 28 trời nóng mà đã thấy ok lăắ rồi","5","2"
"Toát và êm","5","2"
"Ok","4","2"
"Máy thì đang xài chưa có vấn đề gì hết , nhưng nhân viên lắp ráp không phải bên dmx , nên ráp k có tâm , ống đồng cắt ngắn , không hút chân không , phải kêu mới hút , mà hút cho có lệ , quá thất vọng về dịch vụ lắp ráp.","4","2"
"Kỹ thuật lắp đặt tận tâm, uy tín. Tuy nhiên sản phẩm mới nhưng bên phía mặt phải bị ngã màu sang màu vàng, các mặt còn lại trắng đều như nhau, trước đã mua 1 cái tất cả các mặt đều trắng như nhau, cần lời giải thích từ ĐMX","4","2"
"Máy lạnh rất lâu","1","0"
"Máy chạy êm làm lạnh nhanh","5","2"
"OK","5","2"
"1. Dịch vụ lắp đặt Lắp đặt quá tệ, thời gian lắp quá lâu từ 11h trưa đến 16h chiều. Nhân viên cố tình cắt hụt 1,5M ống đồng, lắp điều hòa sai vị trí, tháo giàn nóng ra 2 lần rồi làm xước mặt tản nhiệt. Cố tình bỏ qua công đoạn hút chân không, đến khi gọi tổng đài nhân viên mới cầm máy hút đến. Nhân viên không đủ hiểu biết về kỹ thuật, hút chân không chống đối 2 phút Tối thiểu phải 10p và kiểm tra áp suất âm. Mặt lạnh lắp giá sắt đè dây điện nên hở to, mặc dù tường ốp nhựa phẳng. Tấm lọc nhỏ bị bỏ qua, yêu cầu thì mới lắp.2. Dịch vụ Điện Máy Xanh Trên quảng cáo có ghi Tặng bộ combo 5 mét ống đồng dày 0.7mm + Dây điện đôi + ống nước mềm + băng keo + ốc vít trị giá 850,000đ Thực tế thì vẫn mất tiền 5m dây điện, lý do là dây nguồn ở cục nóng. Miễn phí công lắp đặt và hút chân không trị giá 450,000đ. Thực tế vẫn mất 150k tiền khoan thẩm mỹ Không báo giá trước xong mới thấy thu thêm tiền. Hút chân không thì nhân viên không mang máy và bảo không cần.3. Điều hòa Daikin mình không có gì chê về chất lượng.Mua ở đây giá cao hơn tưởng hưởng dịch vụ tốt mà lại mang bực vào thân.","1","0"
"Mình khuyên mọi người không nên mua dòng này mình mua trả đổi 2 cái. máy lạnh rất kém.hãng xuống xem nói máy lạnh máy lạnh chỉ lạnh thế này thôi.nên mình phải đổi qua hãng khác.","2","0"
"Máy lạnh ok, làm lạnh tương đối, lắp đặt nhanh. Phù hợp với giá tiền.","4","2"
"Cho mình hỏi thấy có khuyến mãi tham gia chương trình bốc thăm của Daikin. Nhưng hôm giao máy bên bộ phận giao k nói j hết. Với lại bên lắp ráp k phải nhân viên điện máy xanh. Nên k hướng dẫn sử dụng các tính năng của máy lạnh. Chỉ hướng dẫn tắt mở, tăng giảm nhiệt độ. Kèm câu các nút còn lại đừng xài..... Vậy là sao","4","2"
"Máy chạy êm mát sâu","4","2"
"Good","5","2"
"Máy mới mua 20 ngày, máy không hoạt động, gọi DMX tới tháo banh ra, giờ không biết lỗi do bên nào đá qua đá lại, khách hàng chịu nóng hằng giờ, chất lượng phục vụ khách hàng của DMX ngày càng kém","1","0"
"Dùng qua 1 tháng thấy ok nhé.","4","2"
"Lắp đặt không ok , k chuyên nghiệp. Nhân viên lắp đặt không phải người Điện máy xanh. Sài 1 thời gian thì không hoạt động , tự kt thì thấy sút dây. Ống đồng thì k quấn xi. Tự mua đồ về sửa lại.","1","0"
"nv nhiệt tình","4","2"
"Mọi người dùng như nào sao mình dùng 10 ngày mà hết 100 kí điện vậy . Coi số điện mà choáng . Vậy là tiết kiệm điện dữ chưa","1","0"
"Mua máy lạnh về ko lạnh nhờ hỗ trợ mà bên đmx hẹn tới hẹn lui..Daikin thì hỗ trợ rất tốt nhưng dmx thì quá tệ..vì nóng mới mua mà nay qua tới mùa mưa như dmx vẫn chưa hỗ trợ..lắp đặt là bên đmx nhưng nói lỗi do lắp đặt..lắp đặt lại lại bắt khách hàng chịu phí..và vẫn chưa lắp đặt lại cho mình.quá thất vọng","1","0"
"Combo ghi hút chân không miễn phí. Nhưng nhân viên nói lắp ống đồng mới không cần hút. Chỉ hút khi dùng ống đồng củ hoặc ống đồng chô âm tường. Fim màng lọc màu xanh có tác dụng dì ko ạ. Ko thấy nv lắp","5","2"
"Nhân viên lắp đặt nói chuyện tào lao. Tôi mua máy thương hiệu Nhật cho Ba Mẹ tôi nhưng nhân viên đem tới lắp đặt lại nói là hiệu Việt Nam. Nhân viên ĐMX có biết đọc chữ không Có biết thương hiệu nào là của Nhật Thương hiệu nào của Thái không... Không biết thì im đừng nói tào lao. Giao hàng thu tiền ống đồng không có bất kỳ hóa đơn giấy tờ gì hết. Mua hàng ở Dmx chỉ thêm bực mình thui mọi người.","1","0"
"Rất tốt nha","5","2"
"Mới lắp đc 3 ngày. Cũng khá ổn. Tiếc kiệm điện nữa thì tuyệt","4","2"
"Máy chạy êm, lạnh sâu.Có điều thời gian giao hàng lâu","5","2"
"Hiện tại máy chạy êm, lạnh tốt Nhân viên lắp đặt nhiệt tình, cẩn thận","4","2"
"Mua máy lạnh hay mua máy bay vậy trời. Vù vù trên đầu suốt","2","0"
"compo kêu có hút chân không nhưng ko có nha","3","1"
"Mới xài nên k biết sau có ổn k. Thấy máy chạy êm, lạnh cũng nhanh. K nghe tiếng ồn. Tuy nhiên máy này k hiện nhiệt độ trên máy. Nên k biết nhiệt độ đang là bao nhiêu. Phải xem ở remote khá bất tiện","5","2"
"Điều hòa chỉ mát khi trời mát. Bên hãng báo lỗi do lắp đặt không đúng yêu cầu thông thoáng.Bên ĐMX qua lắp đặt lại nhưng chi phí khách hàng tự chi trả. Lỗi bên ĐMX nhưng khách hàng phải chi trả thì không hợp lý.","1","0"
"Mơi dùng mấy ngày,thây cũng ổn.sẽ đánh gia thêm sau thời gian nữa","4","2"
"ok","5","2"
"Mọi cái đều ổn nhưng dùng được 3 ngày thì có vẻ có vấn đề về cảm biến nhiệt độ. Bật 30 độ vẫn lạnh run. Hơi thất vọng","3","1"
"Cái nắp cục lạnh khi tắt không đóng kín.Chỉ mình cách bật biểu tượng cây thông có hình trăng khuyết với","3","1"
"Thợ lắp ẩu tả dàn nóng rò điện ra ngoài đã bị giật nếu có mưa chắc giật ko biết ra sao gây nguy hiểm tính mạng. Đã dùng bút thử điện thì đèn sáng như hình.","1","0"
"cục nóng dan chạy chậm vào bị giật. dàn lạnh lắp ko sát tường.ko lắp phim lọc bụi nhỏ khử mùi","2","0"
"Tốt chưa thấy vấn đề gì","4","2"
"Máy chạy êm. Hài lòng nha","5","2"
"Cục nóng êm, Lạnh đềuPhòng diện tích 12m2","5","2"
"Khoang gãy giá đỡ remot nhà mình","2","0"
"Mái chạy rất êm. rất ok","5","2"
"Dùng ok lắm","5","2"
"Cục nóng ồn quá trời vui lòng kiểm tra","2","0"
"Ok","5","2"
"Trước giờ mình mua hàng dmx chẳng bao giờ đánh giá mà hôm nay bực quá nên phải nói, dmx Hẹn 18h00 giao mà mãi đến 9h40 hôm sau mới có nhân viên giao, lúc lắp mình đi làm chỉ có cha mình ở nhà, đến khi về thì thấy chán chẳng muốn nói.","1","0"
"Sp Sài rất OK ng tư vấn và ng gáp rất OK","5","2"
"Dmx ơi sao cái nắp đậy dàn lạnh khi tắt máy không đóng kín mà còn hơ một nửa vậy các dòng máy khác khi tắt nó đóng kín lắm mà mới dùng hơn 2 tuần giờ mới để ý","4","2"
"Chạy được. Nhưng rò điện ra ngoài bị giật người. Nguy hiểm.","2","0"
"Máy chạy êm. Làm lạnh ok nhà mọi người, k mất phí lắp đặt, lắp xong thì phát sinh thêm dây nguồn thôi, nhưng đây nguồn chất lưong chưa ngon, nếu đã lắp thì lắp luôn loại dây lớn tí cho khách luôn.","5","2"
"Máy hoạt điong êm","5","2"
"Cần hổ trợ khắc phục máy lạnh chảy nước quá ạ","2","0"
"Nhân viết lắp đặt nhiệt tình. Chất lượng sản phẩm thì chưa bàn đến. Miễn phí lắp đặt mà lại đi lấy thêm của khách hàng 100k tiền rút lõi tường, cái này ĐMX hơi hèn . Chưa thấy ai lấy mỗi tiền rút lõi bao giờ. Hài","3","1"
"Mình mua sản phẩm có gói dùnh thử 30 ngày. Mình muốn đổi sang máy khác, nhờ bên bộ phận khách hàng hướng dẫn","3","1"
"Mất lòng tin sp chảy nước cục nóng đổi cục khác lại chảy nhiều hơn cục trước","1","0"
"Làm lạnh kém mà tốn điện cực kì. Gọi lên tổng đài thì cứ quanh co. Tôi muốn đổi trả","2","0"
"Máy kiểu on quá trời ở trọ mà nó kieu như vậy rất phiền người ta ko đc hai lòng cho lắm","3","1"
"Chưa dùng lên chưa bik tốt hay ko","3","1"
"Trời ơi Sài đêm 15km điện ở nhà trọ 4 4 ngan kg Sài chắc đủ tiền đien nhà trọ ko tháng 3tr qua","1","0"
"Làm lạnh kém, cục nóng kêu ồn. Thợ bảo hành xuống thì lại bảo các chỉ số bình thường, hoạt động tốt. Tôi muốn đổi hàng","1","0"
"ĐMX và Capsper lừa dối khách hàng. Sp quạt kêu cực kì to mà bảo hành nói bình thường. Khốn khiếp","1","0"
"Làm lạnh cực kém.","1","0"
"Máy lạnh tệ, kém chất lượng, bật mấy tiếng không làm lạnh được, thất vọng về chất lượng hàng của điện máy xanh, tôi muốn trả hàng.","1","0"
"Cục nóng quá kiu . Làm lạnh thì tốt","2","0"
"Máy kem chất lượng dùng không có lạnh, cục nóng kêu to tôi phải trả hàng","1","0"
"Không hài lòng cách chăm sóc khách hàng. Lắp máy lạnh chảy nước cùng phòng kêu xuống kiểm tra hẹn ngày mai bực bội","1","0"
"Máy sử dụng ổn, bật từ sáng tới tối mà không tốn điện mấy","5","2"
"Mua đc vài hôm dàn nóng kêu quá ồn , như trực thăng bay rần rần hết nhà , con daikin xài 4 năm cũng ồn nhưng đỡ hơn con này","3","1"
"Mua hàng từ đầu tháng 5 , cục nóng kêu như máy cày , gọi bảo hành xuống kiểm tra , xong đẩy qua hãng , hãng đẩy qua đmx , cuối đùng đẩy k xử lý cho khách hàng ,bộ khách mua hàng xong là khách tự chịu hay sao vậy bán gói vip làm gì , trách nhiệm của các bạn nằm ở đâu hết rồi, càng ngày dịch vụ càng tệ , ai dám mua hàng đmx nữa","1","0"
"máy chạy không rần tường, quạt cục nóng cũng êm hơn so với hãng trước đó mình dùng, làm lạnh nhanh, dễ sử dụng.","5","2"
"Máy lạnh làm lạnh nhanh, êm ái, sử dụng rất tốt. Phụ huynh trước đó đã sử dụng được gần 10 năm rồi, thấy bền nên lần này mình tiếp tục ủng hộ","5","2"
"Mua về 10 ngày kêu như trực thăng dịch vụ tệ đúng đẩy trach Nhiệm đừng mua","1","0"
"Cục nóng kêu to rung tường, kêu bảo hành hãng thì đổi thừa lung tung bên","2","0"
"Cục nóng kêu rất to. Quá ồn. Rung tường","3","1"
"Máy mới mua mấy ngày bặt lên kêu như máy cày xới lúa muốn lấy búa đập luôn","1","0"
"Đánh giá 1sao nó báo lỗi, máy tệ lắm mn","5","2"
"Máy chạy rất im","5","2"
"Máy chạy kêu rất to, run cả tường, kêu còn hơn tiếng máy cày. Hãng bảo hành vòng vo. Đỗ thừa nguồn điện này nọ né bảo hành, trong khi các máy khác trong nhà, trong khu sử dụng cùng lúc thì không kêu như vậy.","1","0"
"máy mua duoc 4 ngày lúc lắp trời mua nên ko nghe tiếng ôn qua hôm sau mở về đêm cục nóng đe tren mái nhà ôn ko thể chịu đuoc.cục nóng kêu đúng to","3","1"
"Loại này chỗ nối póng gaz với cục nóng ko có đồ chụp lại à shop","3","1"
"Điện Máy Xanh Thị Trấn Cái Nước, Cà Mau lại cửa hàng mua nhân viên thách giá lên 1tr đồng trên sản phẩm kết thúc giá 7tr990 là đến hết 31/8/2025 lận, mà mua tại cửa hàng 3/8/2025 thách giá 8tr990 mà cửa hàng chỉ bồi thường 400k mua hàng còn lại 600k sẽ đi về đâu.... Thật sự thất vọng quá..Thật sự thất vọng quá","1","0"
"Sau khi dùng được 1 năm thì bị xì ga ống đồng mà hãng thì vòng vo chưa chịu xử lí đã gần 10 ngày rồi mà để như thế này đây","2","0"
"Máy lạnh lắp ngày 17/7/2025, tuy nhiên, muốn mát phải có máy quạt hỗ trợ thêm chứ 1 mình máy lạnh chạy ko thấy mát chứ đừng nói tới lạnh, dù mở 16 độ, được cái nhân viên lắp đặt rất ok, nhiệt tình vô cùng tận. Còn về chất lượng của sản phẩm, tệ","2","0"
"Mua được 10 tháng. Chất lượng tệ, hỗ trợ kém, bảo hành rất rất rất tệ","1","0"
"Đúng kiểu bán hàng mập mờ lừa khách hàng. Mua trên web báo tổng giá 1 kiểu, tới nơi lắp muốn khoan tường gọn đẹp thêm phí, không có phí này khoan sẽ vỡ tường, xấu. Lắp xong hỏi tổng tiền thanh toán xong xuôi thì ngày mai liên hệ tới thì mới đòi thêm tiền công, không hóa đơn, không bảng giá, gọi tổng đài thì kêu tự thương lượng giá với kỹ thuật","1","0"
"Mua xài đúng 1năm hao điện quá","2","0"
"Kêu um xùm không ngủ được","1","0"
"Rất tệ từ sản phẩm đến bảo hành của Samsung. Máy mới mua dùng chưa đến 1 tháng thì máy bị lỗi dàn lạnh. Kỹ thuật ĐMX đến kiểm tra xong đẩy lỗi qua cho hãng. Hãng thì hẹn 5 ngày chưa đến sửa, trong lúc nhà có con nhỏ trời nóng nực ảnh hưởng đến sức khoẻ. Quá thất vọng","1","0"
