"data","label"
"Sản phẩm này tốt lắm, máy chạy êm ru, làm lạnh nhanh nhà mình chỉ để chế độ ở 26/27 là mát lạnh luôn","1"
"Nước chảy từ ống máy lạnh ra khoảng 3 tiếng hơn 1lít nước thì máy có vấn đề gì không ạ","1"
"Tốt nha","1"
"Mua đề là tặng 5m ống đồng mà lắp có 2.5m trong khi tối thiểu là 3m. Cần lời giải thích với 2m5 còn lại vs lại giờ tôi cần dời vị trí thì 2m5 còn lại này tính sao","0"
"Hàng ok","1"
"Máy mới mua về không lạnh kêu bên lắp đặt thì kêu hãng kiểm tra thì báo xì gas do bên lắp đặt.Lằng ngoằng 2 bên rồi máy mới mua thì tháo ra kiểm tra tùm lum tùm la muốn banh máy mới.Rồi không biết có được đổi máy mới k nữa.Thiệt tình chán dmx vô cùng, thất vọnggggg","0"
"Hàng thì tạm ổn . Chứ cũng kg đc như mong muốn. Chỉ có điều nhân viên lắp đặt Không trung thực . Mình kg sài đến sipi. Dư mình để lại làm việc khác mà nhân viên lắp lấy luôn. Nhắn trả lại đmx mà im luôn .số này xxxx651065 dv tận tâm đó. Chán. Kg đáng nhiêu mà thất vọng vô cùng","1"
"Làm sao để kết nối wifi cho máy lạnh","1"
"nhanh lạnh máy k ồn, có đều k ngay hướng gió thaấy ít mát","1"
"Bịp. Đơn từ 20/4. H mới hỏi. Bấm vào bình luận thì báo hết hện. Nhân viên lắp đặt làm việc kém thẩm mĩ. Còn lười hút chân không. Đợi nhắc mới làm. Đường ống 5m. Mà lắp ko đc 3m. Rồi còn bảo 3m5. Làm ăn ko trung thực. Ko tận tâm. Chỉ mất khách. Qua loa lắm.","0"
"Máy lạnh mới mua được 03 ngày, dù đã bật 16 độ nhưng hơn 2 tiếng thì phòng vẫn 31 độ, liên hệ bảo hành thì lúc đầu hẹn 18h cùng ngày, qua 18h vẫn chưa thấy ai gọi, liên hệ lại thì báo chưa nhận được thông tin rồi lại hẹn qua 18h ngày sau. Cách phục vụ quá tệ, Yêu cầu điện máy xanh xem lại cách làm việc","0"
"Mới mua mà remote bị trầy xước, quấn thì không kỹ, lổ thì không trám dùm. Quá tệ","0"
"Máy mua ngày 3/4 tới nay chưa đầy 1 tháng bật 18C chế độ cool nhưng vẫn không thấy lạnh. Cái máy Panasonic phòng kế bên mua cả năm bật 25C là đã thấy lạnh. Cảm thấy thất vọng","0"
"Tốt","1"
"Sản phẩm chưa dùng chưa biếtNhưng thái độ phục vụ càng ngày càng tệMua hôm nay thì hứa hôm sau lắp lúc 14hXong chờ tới 14h rồi 15h 16h mình phải liên hệ cho nhân viên tổng đài, nhân viên tỏ vẻ bất ngờ rồi nói sẽ kêu hỗ trợ mình tới 19hVà kết quả là không có lắp đặt hay bất kể 1 thông tin nào đến khách hàng... không làm thì cũng thông báo ta tiếng chứ có đâu làm ăn tệ vậy, khách hàng phải chờ đợi mà k biết tới khi nàoDịch vụ tệ","0"
"Sản phẩm quá tệ,bảo hành thì ko có trách nhiệm kiểm tra qua loa xong báo máy ko s. Khách hàng chịu trả hàng mất phí 20% thì ko cho người đến tháo chậm trễ.","0"
"Máy mới mua vừa lắp đặt đã bị lỗi không sử dụng được","0"
"Cục nóng ồn quá","0"
"Rất tốt","1"
"Vấn để không nằm ở sản phẩm nha mọi người. Máy xài rất ổn. Trừ việc, mình mua ngày 26, 27 mới lắp thì khuya 27 có chuyện rồi. Đi làm về thấy rơi ống ướt nhà với nệm là thấy điên máu rồi do bên phía lắp đặt cẩu thả và bị rơi ống như này hai lần. Trời nóng điên mà báo sẽ cho người đến kiểm tra trước 18h ngày 30/4. Mình điện cho CS thì nhân viên hay quản lí cấp cao hơn cũng giữ một đáp án.. Nhắn tin zalo cho chi nhánh trường chinh Q12 cũng không thấy ai điện ra take care hết. Đây là sai sót của bên phía ĐMX nhưng như vầy có phải đang đẩy ngược lại cho phía khách hàng không","0"
"Tối đầu tiên nước chảy ở ống, ngày thứ hai máy chảy nước, ống cũng chảy. Gọi số tổng đài thì lúc nào cũng bận. Đề nghị đổi lại máy mới mua ngày thứ hai","0"
"Máy lắp đặt ngày đầu ok, 2 ngày sau hết lạnh. Ngày 28/4 gọi báo tổng đài, tổng đài báo nhân viên sẽ đến trước 22h ngày 30/4. Trời nóng như đổ lửa đổ dồn vào cảm xúc bực bội của người mua.","0"
"Cục lạnh không mát so với các sản phẩm cùng công suất, cục nóng kêu to như máy chà gạo, máy có chức năng kêt nối QR với thiết bị di động nhưng luôn báo không kết nối được. Gọi bảo hành ngày 28/4/2024 thì phản hồi đợi đên 02/5/2024 mới có người liên hệ. Lúc này thời tiết rất nóng. Vậy ĐMX nên xem lại.","0"
"Cục nóng kêu vs rung tiếng ồn lớn","0"
"Máy vừa lắp đặt nhưng khi kết nối wifi thì báo lỗi, đã thử qua kết nối quét mã QR và cả kết nỗi thủ công vẫn không thành công","0"
